Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)
7702	Spectrogram 1	1	20509.781955000	20509.826315000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	567.439300	51204.80000	61747.00000
7703	Spectrogram 1	1	20510.182555000	20510.210115000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	567.839900	50702.80000	60743.00000
7704	Spectrogram 1	1	20510.785455000	20510.834525000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	568.442800	58232.90000	72289.20000
7705	Spectrogram 1	1	20513.023055000	20513.049935000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	570.680400	69277.10000	86345.40000
7706	Spectrogram 1	1	20514.159055000	20514.206105000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	571.816400	66516.10000	79066.30000
7707	Spectrogram 1	1	20514.278655000	20514.320325000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	571.936000	50200.80000	62751.00000
7708	Spectrogram 1	1	20514.485055000	20514.530765000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	572.142400	52208.80000	66014.10000
7709	Spectrogram 1	1	20514.631555000	20514.679275000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	572.288900	46937.80000	61747.00000
7710	Spectrogram 1	1	20514.665855000	20514.699465000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	572.323200	67018.10000	83835.30000
7711	Spectrogram 1	1	20514.519355000	20514.544225000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	572.176700	69528.10000	87098.40000
7712	Spectrogram 1	1	20514.790855000	20514.822445000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	572.448200	57479.90000	77309.20000
7713	Spectrogram 1	1	20515.018755000	20515.051685000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	572.676100	43674.70000	54216.90000
7714	Spectrogram 1	1	20515.625655000	20515.665315000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	573.283000	47690.80000	57981.90000
7715	Spectrogram 1	1	20515.991355000	20516.021595000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	573.648700	57730.90000	68775.10000
7716	Spectrogram 1	1	20517.517855000	20517.550125000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	575.175200	61747.00000	76305.20000
7717	Spectrogram 1	1	20517.484855000	20517.548035000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	575.142200	39407.60000	47188.80000
7718	Spectrogram 1	1	20517.630055000	20517.685845000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	575.287400	55471.90000	70030.10000
7719	Spectrogram 1	1	20517.761855000	20517.814955000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	575.419200	58483.90000	87600.40000
7720	Spectrogram 1	1	20519.317255000	20519.335405000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	576.974600	70783.10000	90612.40000
7721	Spectrogram 1	1	20519.330655000	20519.391145000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	576.988000	58985.90000	73042.20000
7722	Spectrogram 1	1	20520.345655000	20520.386655000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	578.003000	51455.80000	68775.10000
7723	Spectrogram 1	1	20520.367855000	20520.394075000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	578.025200	77309.20000	97138.60000
7724	Spectrogram 1	1	20521.132055000	20521.151555000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	578.789400	44678.70000	53965.90000
7725	Spectrogram 1	1	20521.140155000	20521.181155000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	578.797500	62500.00000	77309.20000
7726	Spectrogram 1	1	20521.800155000	20521.846535000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	579.457500	49949.80000	65010.00000
7727	Spectrogram 1	1	20523.350155000	20523.367635000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	581.007500	52710.80000	63253.00000
7728	Spectrogram 1	1	20523.361655000	20523.400635000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	581.019000	66767.10000	84086.30000
7729	Spectrogram 1	1	20524.870655000	20524.896195000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	582.528000	51455.80000	60492.00000
7730	Spectrogram 1	1	20524.878055000	20524.918385000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	582.535400	64257.00000	80572.30000
7731	Spectrogram 1	1	20525.195255000	20525.212735000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	582.852600	44929.70000	56977.90000
7732	Spectrogram 1	1	20525.209355000	20525.243635000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	582.866700	62249.00000	76054.20000
7733	Spectrogram 1	1	20525.722955000	20525.776725000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	583.380300	29367.50000	38403.60000
7734	Spectrogram 1	1	20525.725655000	20525.751865000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	583.383000	64759.00000	73293.20000
7735	Spectrogram 1	1	20526.092655000	20526.132315000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	583.750000	43674.70000	53714.90000
7736	Spectrogram 1	1	20526.118855000	20526.144405000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	583.776200	61747.00000	71787.10000
7737	Spectrogram 1	1	20526.374255000	20526.397785000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	584.031600	42921.70000	54216.90000
7738	Spectrogram 1	1	20526.370855000	20526.409175000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	584.028200	59739.00000	74297.20000
7739	Spectrogram 1	1	20527.212455000	20527.260855000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	584.869800	64759.00000	76305.20000
7740	Spectrogram 1	1	20527.500155000	20527.521665000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	585.157500	50702.80000	60994.00000
7741	Spectrogram 1	1	20527.518955000	20527.554575000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	585.176300	64257.00000	79568.30000
7742	Spectrogram 1	1	20527.765655000	20527.822785000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	585.423000	43674.70000	54718.90000
7743	Spectrogram 1	1	20528.088255000	20528.113795000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	585.745600	43674.70000	53965.90000
7744	Spectrogram 1	1	20528.096355000	20528.135345000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	585.753700	61998.00000	76556.20000
7745	Spectrogram 1	1	20528.649555000	20528.665015000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	586.306900	65512.00000	80070.30000
7746	Spectrogram 1	1	20528.856555000	20528.890835000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	586.513900	50702.80000	60492.00000
7747	Spectrogram 1	1	20528.878055000	20528.910995000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	586.535400	63002.00000	84337.30000
7748	Spectrogram 1	1	20528.980855000	20529.026565000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	586.638200	48694.80000	64006.00000
7749	Spectrogram 1	1	20530.920055000	20530.961735000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	588.577400	49698.80000	65010.00000
7750	Spectrogram 1	1	20530.938255000	20530.968505000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	588.595600	68775.10000	93122.50000
7751	Spectrogram 1	1	20533.091855000	20533.137565000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	590.749200	49949.80000	65512.00000
7752	Spectrogram 1	1	20533.119455000	20533.142305000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	590.776800	68775.10000	85090.40000
7753	Spectrogram 1	1	20533.592655000	20533.622905000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	591.250000	49949.80000	59739.00000
7754	Spectrogram 1	1	20533.610755000	20533.632935000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	591.268100	65010.00000	82078.30000
7755	Spectrogram 1	1	20534.500055000	20534.526945000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	592.157400	47439.80000	59990.00000
7756	Spectrogram 1	1	20534.522255000	20534.541075000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	592.179600	65261.00000	84086.30000
7757	Spectrogram 1	1	20535.016955000	20535.055935000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	592.674300	52459.80000	66265.10000
7758	Spectrogram 1	1	20535.049855000	20535.065985000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	592.707200	68524.10000	86094.40000
7759	Spectrogram 1	1	20535.152655000	20535.183575000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	592.810000	49949.80000	61998.00000
7760	Spectrogram 1	1	20535.170155000	20535.193005000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	592.827500	66516.10000	78564.30000
7761	Spectrogram 1	1	20535.510955000	20535.557335000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	593.168300	47188.80000	59236.90000
7762	Spectrogram 1	1	20535.545255000	20535.562725000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	593.202600	69277.10000	80321.30000
7763	Spectrogram 1	1	20535.655455000	20535.708555000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	593.312800	67771.10000	78815.30000
7764	Spectrogram 1	1	20535.646755000	20535.670285000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	593.304100	48192.80000	55471.90000
7765	Spectrogram 1	1	20535.776455000	20535.819475000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	593.433800	43172.70000	54467.90000
7766	Spectrogram 1	1	20536.026555000	20536.066875000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	593.683900	48694.80000	56977.90000
7767	Spectrogram 1	1	20536.520555000	20536.540715000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	594.177900	51204.80000	60994.00000
7768	Spectrogram 1	1	20536.536655000	20536.566895000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	594.194000	65763.10000	83082.30000
7769	Spectrogram 1	1	20536.808255000	20536.845225000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	594.465600	46937.80000	58985.90000
7770	Spectrogram 1	1	20536.833755000	20536.855265000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	594.491100	65512.00000	78815.30000
7771	Spectrogram 1	1	20537.809055000	20537.854095000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	595.466400	49196.80000	60743.00000
7772	Spectrogram 1	1	20538.110255000	20538.149915000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	595.767600	47439.80000	56977.90000
7773	Spectrogram 1	1	20538.269555000	20538.334085000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	595.926900	61747.00000	78062.20000
7774	Spectrogram 1	1	20538.400555000	20538.466425000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	596.057900	44929.70000	56726.90000
7775	Spectrogram 1	1	20540.092455000	20540.120015000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	597.749800	44176.70000	55973.90000
7776	Spectrogram 1	1	20540.106555000	20540.139485000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	597.763900	62751.00000	83082.30000
7777	Spectrogram 1	1	20540.137455000	20540.158285000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	597.794800	51706.80000	61496.00000
7778	Spectrogram 1	1	20540.644255000	20540.696005000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	598.301600	46937.80000	57981.90000
7779	Spectrogram 1	1	20540.865455000	20540.895705000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	598.522800	45682.70000	59990.00000
7780	Spectrogram 1	1	20541.151755000	20541.195445000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	598.809100	45682.70000	54467.90000
7781	Spectrogram 1	1	20541.176655000	20541.202865000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	598.834000	60241.00000	76054.20000
7782	Spectrogram 1	1	20542.079355000	20542.112955000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	599.736700	47188.80000	60994.00000
7783	Spectrogram 1	1	20542.108955000	20542.129795000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	599.766300	69026.10000	81576.30000
7784	Spectrogram 1	1	20543.916355000	20543.939215000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	601.573700	71034.10000	81576.30000
7785	Spectrogram 1	1	20545.168655000	20545.224445000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	602.826000	66265.10000	77058.20000
7786	Spectrogram 1	1	20545.830055000	20545.899965000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	603.487400	45180.70000	54216.90000
7787	Spectrogram 1	1	20545.704955000	20545.756035000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	603.362300	64759.00000	71536.10000
7788	Spectrogram 1	1	20545.997355000	20546.043065000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	603.654700	42670.70000	55722.90000
7789	Spectrogram 1	1	20546.020955000	20546.037755000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	603.678300	60492.00000	74046.20000
7790	Spectrogram 1	1	20547.267055000	20547.296635000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	604.924400	46686.70000	60743.00000
7791	Spectrogram 1	1	20547.289955000	20547.319525000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	604.947300	66767.10000	80070.30000
7792	Spectrogram 1	1	20547.429755000	20547.460005000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	605.087100	46184.70000	56224.90000
7793	Spectrogram 1	1	20547.449955000	20547.494985000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	605.107300	61747.00000	74297.20000
7794	Spectrogram 1	1	20547.554755000	20547.586345000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	605.212100	47188.80000	58734.90000
7795	Spectrogram 1	1	20547.713455000	20547.749075000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	605.370800	48694.80000	56726.90000
7796	Spectrogram 1	1	20548.118055000	20548.146295000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	605.775400	49447.80000	57981.90000
7797	Spectrogram 1	1	20551.640155000	20551.658975000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	609.297500	66265.10000	78062.20000
7798	Spectrogram 1	1	20553.307155000	20553.344795000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	610.964500	44176.70000	53212.90000
7799	Spectrogram 1	1	20555.067555000	20555.134765000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	612.724900	42168.70000	57730.90000
7800	Spectrogram 1	1	20557.856355000	20557.902065000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	615.513700	51455.80000	60743.00000
7801	Spectrogram 1	1	20558.205855000	20558.235425000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	615.863200	48192.80000	58483.90000
7802	Spectrogram 1	1	20559.938755000	20559.968335000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	617.596100	52710.80000	67520.10000
7803	Spectrogram 1	1	20561.221855000	20561.283695000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	618.879200	42670.70000	53965.90000
7804	Spectrogram 1	1	20561.262255000	20561.295195000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	618.919600	57228.90000	71034.10000
7805	Spectrogram 1	1	20561.492755000	20561.539805000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	619.150100	44929.70000	55471.90000
7806	Spectrogram 1	1	20561.903455000	20561.955885000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	619.560800	41917.70000	53463.90000
7807	Spectrogram 1	1	20561.931655000	20561.959215000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	619.589000	57479.90000	71034.10000
7808	Spectrogram 1	1	20562.060055000	20562.097695000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	619.717400	43172.70000	58985.90000
7809	Spectrogram 1	1	20562.724155000	20562.745665000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	620.381500	47690.80000	58734.90000
7810	Spectrogram 1	1	20562.734955000	20562.773945000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	620.392300	66014.10000	82078.30000
7811	Spectrogram 1	1	20563.522655000	20563.554915000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	621.180000	66014.10000	74548.20000
7812	Spectrogram 1	1	20563.649055000	20563.695425000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	621.306400	44678.70000	59488.00000
7813	Spectrogram 1	1	20563.832555000	20563.879605000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	621.489900	49196.80000	59488.00000
7814	Spectrogram 1	1	20563.862155000	20563.876275000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	621.519500	62500.00000	73293.20000
7815	Spectrogram 1	1	20563.966955000	20563.993165000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	621.624300	42419.70000	53714.90000
7816	Spectrogram 1	1	20563.976355000	20564.003245000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	621.633700	63253.00000	70783.10000
7817	Spectrogram 1	1	20564.069155000	20564.113515000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	621.726500	43172.70000	55973.90000
7818	Spectrogram 1	1	20564.092655000	20564.120885000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	621.750000	60492.00000	79066.30000
7819	Spectrogram 1	1	20564.403855000	20564.442165000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	622.061200	46686.70000	56977.90000
7820	Spectrogram 1	1	20564.756155000	20564.802535000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	622.413500	68022.10000	81827.30000
7821	Spectrogram 1	1	20565.354355000	20565.383265000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	623.011700	49447.80000	61245.00000
7822	Spectrogram 1	1	20565.547255000	20565.586905000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	623.204600	50702.80000	61496.00000
7823	Spectrogram 1	1	20566.482855000	20566.524525000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	624.140200	60241.00000	77058.20000
7824	Spectrogram 1	1	20566.539355000	20566.572965000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	624.196700	66767.10000	81074.30000
7825	Spectrogram 1	1	20567.776855000	20567.807105000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	625.434200	53965.90000	66265.10000
7826	Spectrogram 1	1	20569.463255000	20569.496185000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	627.120600	43674.70000	50953.80000
7827	Spectrogram 1	1	20569.882655000	20569.906175000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	627.540000	47941.80000	59236.90000
7828	Spectrogram 1	1	20570.741055000	20570.757855000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	628.398400	44678.70000	52961.80000
7829	Spectrogram 1	1	20570.952155000	20571.006595000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	628.609500	44176.70000	52710.80000
7830	Spectrogram 1	1	20570.968255000	20570.989765000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	628.625600	29116.50000	35893.60000
7831	Spectrogram 1	1	20571.470355000	20571.519425000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	629.127700	41666.70000	55722.90000
7832	Spectrogram 1	1	20572.565255000	20572.590125000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	630.222600	30622.50000	40662.70000
7833	Spectrogram 1	1	20572.885255000	20572.900715000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	630.542600	49447.80000	60241.00000
7834	Spectrogram 1	1	20573.166855000	20573.205165000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	630.824200	44176.70000	56977.90000
7835	Spectrogram 1	1	20573.473355000	20573.518395000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	631.130700	42168.70000	55471.90000
7836	Spectrogram 1	1	20574.500455000	20574.543475000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	632.157800	42921.70000	53714.90000
7837	Spectrogram 1	1	20574.525955000	20574.545445000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	632.183300	60492.00000	72289.20000
7838	Spectrogram 1	1	20575.948255000	20575.969765000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	633.605600	42921.70000	52208.80000
7839	Spectrogram 1	1	20575.951655000	20576.002065000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	633.609000	62249.00000	72038.20000
7840	Spectrogram 1	1	20577.459955000	20577.478775000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	635.117300	43172.70000	57730.90000
7841	Spectrogram 1	1	20577.468755000	20577.484885000	T0000002.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000002.WAV	635.126100	61998.00000	73293.20000
