Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	selec.file	old.selec
7570.554637545	7570.574077004	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	149.692469545	2499	Spectrogram 1	1	65395.1	74591.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	289
7570.888260627	7570.921885637	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	150.026092627	2500	Spectrogram 1	1	61307.9	70844.7	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	290
7571.077401308	7571.112339795	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	150.215233308	2501	Spectrogram 1	1	53474.1	75613.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	291
7571.109712841	7571.136245075	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	150.247544841	2502	Spectrogram 1	1	35762.9	47683.9	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	292
7571.252618957	7571.289396312	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	150.390450957	2503	Spectrogram 1	1	55858.3	74591.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	293
7571.42048128	7571.438869957	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	150.55831328	2504	Spectrogram 1	1	48365.1	70844.7	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	294
7571.579411991	7571.605944225	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	150.717243991	2505	Spectrogram 1	1	36784.7	50408.7	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	295
7571.559447141	7571.580988163	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	150.697279141	2506	Spectrogram 1	1	60967.3	73228.9	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	296
7572.135800732	7572.17862008	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	151.273632732	2507	Spectrogram 1	1	55177.1	86852.9	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	297
7572.07091497	7572.088778257	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	151.20874697	2508	Spectrogram 1	1	59604.9	66757.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	298
7572.085100521	7572.101387636	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	151.222932521	2509	Spectrogram 1	1	78678.5	89237.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	299
7572.280283164	7572.329144507	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	151.418115164	2510	Spectrogram 1	1	52792.9	66076.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	300
7572.523801759	7572.552435557	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	151.661633759	2511	Spectrogram 1	1	55177.1	82425.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	301
7572.663555707	7572.686672901	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	151.801387707	2512	Spectrogram 1	1	34059.9	45980.9	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	302
7572.79490337	7572.833256897	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	151.93273537	2513	Spectrogram 1	1	63692.1	74250.7	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	303
7573.619766592	7573.639468746	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	152.757598592	2514	Spectrogram 1	1	54836.5	68801.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	304
7576.522024416	7576.543565438	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	155.659856416	2515	Spectrogram 1	1	50068.1	61307.9	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	305
7577.32035558	7577.336905389	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	156.45818758	2516	Spectrogram 1	1	61648.5	79700.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	306
7577.342947383	7577.380512824	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	156.480779383	2517	Spectrogram 1	1	60626.7	85490.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	307
7577.386029427	7577.394698375	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	156.523861427	2518	Spectrogram 1	1	59604.9	73569.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	308
7577.31063585	7577.328761832	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	156.44846785	2519	Spectrogram 1	1	50749.3	62329.7	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	309
7577.48848063	7577.544434748	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	156.62631263	2520	Spectrogram 1	1	49727.5	70504.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	310
7577.886989441	7577.911945503	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	157.024821441	2521	Spectrogram 1	1	51089.9	65054.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	311
7578.110017827	7578.14180397	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	157.247849827	2522	Spectrogram 1	1	52111.7	69482.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	312
7578.248983657	7578.291014919	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	157.386815657	2523	Spectrogram 1	1	48024.5	78678.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	313
7578.297319609	7578.3149202	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	157.435151609	2524	Spectrogram 1	1	49046.3	79019.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	314
7578.420261051	7578.478054037	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	157.558093051	2525	Spectrogram 1	1	43937.3	65054.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	315
7578.58891146	7578.637247412	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	157.72674346	2526	Spectrogram 1	1	45980.9	71525.9	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	316
7578.76202769	7578.831904664	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	157.89985969	2527	Spectrogram 1	1	46662.1	63010.9	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	317
7578.924373377	7578.957210301	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	158.062205377	2528	Spectrogram 1	1	50068.1	68460.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	318
7580.213419466	7580.248357953	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	159.351251466	2529	Spectrogram 1	1	55517.7	79019.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	319
7580.349232983	7580.363418534	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	159.487064983	2530	Spectrogram 1	1	49727.5	65395.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	320
7580.366045488	7580.375765217	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	159.503877488	2531	Spectrogram 1	1	51089.9	68801.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	321
7581.061137362	7581.077687172	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	160.198969362	2532	Spectrogram 1	1	52792.9	73569.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	322
7581.079263344	7581.100541671	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	160.217095344	2533	Spectrogram 1	1	72888.3	99455	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	323
7581.75675466	7581.767262476	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	160.89458666	2534	Spectrogram 1	1	58923.7	69482.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	324
7581.76358474	7581.772779079	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	160.90141674	2535	Spectrogram 1	1	80381.5	95027.2	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	325
7581.996858247	7582.009204931	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	161.134690247	2536	Spectrogram 1	1	57901.9	71185.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	326
7582.875311472	7582.918918907	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	162.013143472	2537	Spectrogram 1	1	52111.7	73910.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	327
7582.904470661	7582.919181603	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	162.042302661	2538	Spectrogram 1	1	76634.9	92643.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	328
7582.921545861	7582.928638637	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	162.059377861	2539	Spectrogram 1	1	62670.3	83446.9	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	329
7584.860237554	7584.872846933	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	163.998069554	2540	Spectrogram 1	1	63692.1	98433.2	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	330
7585.042022765	7585.063826482	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	164.179854765	2541	Spectrogram 1	1	64713.9	99795.6	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	331
7585.241408502	7585.262949524	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	164.379240502	2542	Spectrogram 1	1	69141.7	98000	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	332
7585.457869504	7585.474944704	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	164.595701504	2543	Spectrogram 1	1	20776.6	32016.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	333
7585.877393946	7585.933085368	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	165.015225946	2544	Spectrogram 1	1	57220.7	72207.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	334
7586.023189887	7586.058653765	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	165.161021887	2545	Spectrogram 1	1	49046.3	72207.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	335
7586.051298294	7586.064695759	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	165.189130294	2546	Spectrogram 1	1	70844.7	98773.8	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	336
7586.168723102	7586.233871559	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	165.306555102	2547	Spectrogram 1	1	49727.5	71866.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	337
7586.398844199	7586.424062957	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	165.536676199	2548	Spectrogram 1	1	48705.7	66076.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	338
7586.502346183	7586.545690923	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	165.640178183	2549	Spectrogram 1	1	46662.1	70844.7	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	339
7587.058209566	7587.080275978	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	166.196041566	2550	Spectrogram 1	1	48365.1	63692.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	340
7587.073183203	7587.083953714	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	166.211015203	2551	Spectrogram 1	1	71525.9	80722.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	341
7587.196650004	7587.255231076	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	166.334482004	2552	Spectrogram 1	1	51430.5	68801.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	342
7587.242621698	7587.258908812	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	166.380453698	2553	Spectrogram 1	1	74250.7	90599.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	343
7587.347174463	7587.43570281	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	166.485006463	2554	Spectrogram 1	1	44618.5	74591.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	344
7588.071950917	7588.089026117	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	167.209782917	2555	Spectrogram 1	1	50068.1	63692.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	345
7588.201459745	7588.225890416	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	167.339291745	2556	Spectrogram 1	1	55517.7	73569.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	346
7589.14427334	7589.158196196	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	168.28210534	2557	Spectrogram 1	1	75272.5	89918.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	347
7589.98043264	7589.99750784	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	169.11826464	2558	Spectrogram 1	1	47343.3	58242.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	348
7590.723860467	7590.772721809	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	169.861692467	2559	Spectrogram 1	1	59264.3	75613.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	349
7591.299688666	7591.308357614	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	170.437520666	2560	Spectrogram 1	1	68801.1	80381.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	350
7591.412647684	7591.441018786	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	170.550479684	2561	Spectrogram 1	1	43596.7	59264.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	351
7591.515886973	7591.550300069	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	170.653718973	2562	Spectrogram 1	1	49046.3	62329.7	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	352
7591.315713085	7591.335677935	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	170.453545085	2563	Spectrogram 1	1	49727.5	62329.7	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	353
7591.716060828	7591.72735673	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	170.853892828	2564	Spectrogram 1	1	52111.7	61307.9	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	354
7591.904938782	7591.918861637	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	171.042770782	2565	Spectrogram 1	1	59604.9	70844.7	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	355
7599.34998772	7599.368113702	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	178.48781972	2566	Spectrogram 1	1	56539.5	71866.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	356
7599.492368622	7599.57511767	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	178.630200622	2567	Spectrogram 1	1	53814.7	74591.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	357
7599.657341295	7599.698059081	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	178.795173295	2568	Spectrogram 1	1	53474.1	70504.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	358
7600.215306208	7600.256286689	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	179.353138208	2569	Spectrogram 1	1	61307.9	74591.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	359
7600.37423692	7600.387634384	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	179.51206892	2570	Spectrogram 1	1	56880.1	73569.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	360
7600.380804304	7600.392888292	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	179.518636304	2571	Spectrogram 1	1	84809.3	92983.7	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	361
7600.902254526	7600.917228163	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	180.040086526	2572	Spectrogram 1	1	69141.7	82765.7	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	362
7601.097962592	7601.121867872	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	180.235794592	2573	Spectrogram 1	1	57901.9	80722.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	363
7601.135002642	7601.145510458	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	180.272834642	2574	Spectrogram 1	1	57901.9	83106.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	364
7601.26451147	7601.284739015	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	180.40234347	2575	Spectrogram 1	1	51430.5	73228.9	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	365
7601.279747802	7601.290781009	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	180.417579802	2576	Spectrogram 1	1	77997.3	94346	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	366
7601.293670626	7601.342269273	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	180.431502626	2577	Spectrogram 1	1	64713.9	99455	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	367
7601.445245866	7601.49515799	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	180.583077866	2578	Spectrogram 1	1	48024.5	64373.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	368
7601.592880611	7601.622827886	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	180.730712611	2579	Spectrogram 1	1	46662.1	59264.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	369
7602.109339685	7602.125889494	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	181.247171685	2580	Spectrogram 1	1	64032.7	98000	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	370
7603.601711973	7603.638752023	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	182.739543973	2581	Spectrogram 1	1	49386.9	66757.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	371
7603.741728617	7603.796106563	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	182.879560617	2582	Spectrogram 1	1	51430.5	66757.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	372
7603.879906328	7603.91169247	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	183.017738328	2583	Spectrogram 1	1	52111.7	71185.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	373
7604.184632981	7604.205123221	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	183.322464981	2584	Spectrogram 1	1	53814.7	68119.9	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	374
7604.199343923	7604.214580255	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	183.337175923	2585	Spectrogram 1	1	65395.1	83787.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	375
7604.571057804	7604.602318555	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	183.708889804	2586	Spectrogram 1	1	76294.3	98000	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	376
7604.578413275	7604.586556832	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	183.716245275	2587	Spectrogram 1	1	60626.7	69482.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	377
7605.719824586	7605.755288464	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	184.857656586	2588	Spectrogram 1	1	75272.5	92983.7	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	378
7605.703800167	7605.724027712	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	184.841632167	2589	Spectrogram 1	1	57561.3	70844.7	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	379
7606.063430125	7606.09731783	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	185.201262125	2590	Spectrogram 1	1	54836.5	66076.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	380
7606.332955531	7606.347141082	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	185.470787531	2591	Spectrogram 1	1	54836.5	68119.9	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	381
7606.822094284	7606.837856007	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	185.959926284	2592	Spectrogram 1	1	74591.3	87193.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	382
7607.261058217	7607.281811153	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	186.398890217	2593	Spectrogram 1	1	55517.7	64373.3	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	383
7607.905187218	7607.92278781	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	187.043019218	2594	Spectrogram 1	1	55858.3	70504.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	384
7607.917796597	7607.930931367	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	187.055628597	2595	Spectrogram 1	1	84468.7	94005.4	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	385
7608.233031002	7608.253521242	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	187.370863002	2596	Spectrogram 1	1	66076.3	92643.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	386
7611.481521719	7611.49229223	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	190.619353719	2597	Spectrogram 1	1	44618.5	57901.9	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	387
7611.488351799	7611.499385005	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	190.626183799	2598	Spectrogram 1	1	62329.7	80381.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	388
7611.524341068	7611.538263923	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	190.662173068	2599	Spectrogram 1	1	68460.5	95367.8	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	389
7611.545356699	7611.554813733	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	190.683188699	2600	Spectrogram 1	1	86171.7	96049	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	390
7611.771274703	7611.83011847	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	190.909106703	2601	Spectrogram 1	1	50068.1	63692.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	391
7611.912342127	7611.939662448	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	191.050174127	2602	Spectrogram 1	1	47343.3	61307.9	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	392
7612.219170247	7612.235194666	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	191.357002247	2603	Spectrogram 1	1	64032.7	85490.5	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	393
7612.20078157	7612.226263022	TH-27.wav	/home/m/Dropbox/Recordings/ratas_cin/recs/original_with_bedding/TH-27.wav	191.33861357	2604	Spectrogram 1	1	50749.3	61989.1	TH-27 (T2019-09-03_09-24-49_0000007).Table.1.selections.txt	394
