Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	type	subtype	selec.file
18527.703699275	18527.745531417	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1308.218004275	4627	Spectrogram 1	1	66785.7	86785.7	NA	NA	T000003.txt
18527.857229446	18527.884830034	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1308.371534446	4628	Spectrogram 1	1	48928.6	58928.6	NA	NA	T000003.txt
18528.243214576	18528.283752941	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1308.757519576	4629	Spectrogram 1	1	65357.1	80357.1	NA	NA	T000003.txt
18528.49723534	18528.537342446	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1309.01154034	4630	Spectrogram 1	1	48571.4	65000	NA	NA	T000003.txt
18528.533029854	18528.543811334	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1309.047334854	4631	Spectrogram 1	1	69642.9	87500	NA	NA	T000003.txt
18528.911249193	18528.940574819	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1309.425554193	4632	Spectrogram 1	1	48214.3	61785.7	NA	NA	T000003.txt
18528.934105931	18528.948337484	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1309.448410931	4633	Spectrogram 1	1	68214.3	84285.7	NA	NA	T000003.txt
18528.958256446	18528.976369332	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1309.472561446	4634	Spectrogram 1	1	68214.3	84642.9	NA	NA	T000003.txt
18529.317072972	18529.338204673	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1309.831377972	4635	Spectrogram 1	1	49642.9	63571.4	NA	NA	T000003.txt
18529.336048377	18529.376155482	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1309.850353377	4636	Spectrogram 1	1	69285.7	82857.1	NA	NA	T000003.txt
18529.491306879	18529.536157835	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1310.005611879	4637	Spectrogram 1	1	48571.4	62857.1	NA	NA	T000003.txt
18529.735402096	18529.756965056	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1310.249707096	4638	Spectrogram 1	1	49494.2	61777.5	NA	NA	T000003.txt
18529.75480876	18529.795778384	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1310.26911376	4639	Spectrogram 1	1	69364.2	89956.6	NA	NA	T000003.txt
18529.875995721	18529.916965345	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1310.390300721	4640	Spectrogram 1	1	48049.1	65390.2	NA	NA	T000003.txt
18530.01529607	18530.037290289	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1310.52960107	4641	Spectrogram 1	1	51300.6	61777.5	NA	NA	T000003.txt
18530.139932207	18530.211089974	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1310.654237207	4642	Spectrogram 1	1	50216.8	65028.9	NA	NA	T000003.txt
18530.40041572	18530.419391125	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1310.91472072	4643	Spectrogram 1	1	46965.3	57803.5	NA	NA	T000003.txt
18530.415509792	18530.456910675	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1310.929814792	4644	Spectrogram 1	1	68641.6	82008.7	NA	NA	T000003.txt
18530.53756474	18530.616485173	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1311.05186974	4645	Spectrogram 1	1	51300.6	69002.9	NA	NA	T000003.txt
18530.721281159	18530.763113301	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1311.235586159	4646	Spectrogram 1	1	73338.2	98627.2	NA	NA	T000003.txt
18530.709205901	18530.722143677	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1311.223510901	4647	Spectrogram 1	1	57803.5	70448	NA	NA	T000003.txt
18531.595461022	18531.670500123	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1312.109766022	4648	Spectrogram 1	1	49132.9	62861.3	NA	NA	T000003.txt
18531.444520302	18531.475139705	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1311.958825302	4649	Spectrogram 1	1	69002.9	79479.8	NA	NA	T000003.txt
18531.744248681	18531.796431044	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1312.258553681	4650	Spectrogram 1	1	54190.8	68641.6	NA	NA	T000003.txt
18531.899072798	18531.934436052	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1312.413377798	4651	Spectrogram 1	1	49855.5	59971.1	NA	NA	T000003.txt
18532.664574559	18532.709856775	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1313.178879559	4652	Spectrogram 1	1	51300.6	62861.3	NA	NA	T000003.txt
18533.182527739	18533.228672473	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1313.696832739	4653	Spectrogram 1	1	49494.2	68280.3	NA	NA	T000003.txt
18533.220478549	18533.257998099	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1313.734783549	4654	Spectrogram 1	1	71170.5	90679.2	NA	NA	T000003.txt
18533.467592804	18533.497349689	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1313.981897804	4655	Spectrogram 1	1	49855.5	63583.8	NA	NA	T000003.txt
18533.491743319	18533.519775167	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1314.006048319	4656	Spectrogram 1	1	67557.8	90679.2	NA	NA	T000003.txt
18533.724197049	18533.770773043	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1314.238502049	4657	Spectrogram 1	1	53468.2	70448	NA	NA	T000003.txt
18534.092500106	18534.129157138	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1314.606805106	4658	Spectrogram 1	1	53106.9	71531.8	NA	NA	T000003.txt
18534.357730091	18534.428887859	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1314.872035091	4659	Spectrogram 1	1	45159	65028.9	NA	NA	T000003.txt
18534.643228425	18534.676435383	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1315.157533425	4660	Spectrogram 1	1	48049.1	62500	NA	NA	T000003.txt
18535.006355757	18535.030937531	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1315.520660757	4661	Spectrogram 1	1	42268.8	58887.3	NA	NA	T000003.txt
18535.148674473	18535.200856836	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1315.662979473	4662	Spectrogram 1	1	46965.3	63583.8	NA	NA	T000003.txt
18535.374659037	18535.425978882	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1315.888964037	4663	Spectrogram 1	1	52384.4	65028.9	NA	NA	T000003.txt
18535.49325822	18535.523877623	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1316.00756322	4664	Spectrogram 1	1	49132.9	63583.8	NA	NA	T000003.txt
18535.705442266	18535.732611596	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1316.219747266	4665	Spectrogram 1	1	47687.9	59971.1	NA	NA	T000003.txt
18535.95902658	18535.992664798	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1316.47333158	4666	Spectrogram 1	1	50578	61054.9	NA	NA	T000003.txt
18536.212181868	18536.241938753	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1316.726486868	4667	Spectrogram 1	1	51300.6	63222.5	NA	NA	T000003.txt
18536.240213716	18536.280752081	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1316.754518716	4668	Spectrogram 1	1	69725.4	89234.1	NA	NA	T000003.txt
18536.367436907	18536.42005053	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1316.881741907	4669	Spectrogram 1	1	45881.5	61054.9	NA	NA	T000003.txt
18536.527438089	18536.577895416	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1317.041743089	4670	Spectrogram 1	1	66112.7	85982.7	NA	NA	T000003.txt
18536.68959456	18536.725820333	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1317.20389956	4671	Spectrogram 1	1	49132.9	61054.9	NA	NA	T000003.txt
18536.83492969	18536.8940122	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1317.34923469	4672	Spectrogram 1	1	47687.9	65751.4	NA	NA	T000003.txt
18537.129917343	18537.157517932	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1317.644222343	4673	Spectrogram 1	1	66835.3	83815	NA	NA	T000003.txt
18537.112666975	18537.134229935	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1317.626971975	4674	Spectrogram 1	1	46242.8	61416.2	NA	NA	T000003.txt
18538.55957217	18538.595797942	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1319.07387717	4675	Spectrogram 1	1	47687.9	61777.5	NA	NA	T000003.txt
18538.711808116	18538.759677887	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1319.226113116	4676	Spectrogram 1	1	50216.8	63945.1	NA	NA	T000003.txt
18538.859302836	18538.893803572	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1319.373607836	4677	Spectrogram 1	1	49855.5	63222.5	NA	NA	T000003.txt
18538.88949098	18538.901134978	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1319.40379598	4678	Spectrogram 1	1	66835.3	85260.1	NA	NA	T000003.txt
18541.346856451	18541.419307996	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1321.861161451	4679	Spectrogram 1	1	47326.6	61054.9	NA	NA	T000003.txt
18541.505561955	18541.533593803	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1322.019866955	4680	Spectrogram 1	1	54552	70448	NA	NA	T000003.txt
18541.531868766	18541.580169797	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1322.046173766	4681	Spectrogram 1	1	72615.6	90679.2	NA	NA	T000003.txt
18541.665993057	18541.689281053	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1322.180298057	4682	Spectrogram 1	1	46604	61777.5	NA	NA	T000003.txt
18541.784592071	18541.83849947	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1322.298897071	4683	Spectrogram 1	1	46965.3	59248.6	NA	NA	T000003.txt
18541.934241523	18541.962704631	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1322.448546523	4684	Spectrogram 1	1	50216.8	63945.1	NA	NA	T000003.txt
18542.200764338	18542.222327298	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1322.715069338	4685	Spectrogram 1	1	48771.7	62138.7	NA	NA	T000003.txt
18542.21628967	18542.249496628	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1322.73059467	4686	Spectrogram 1	1	68280.3	87427.7	NA	NA	T000003.txt
18542.349983817	18542.408635068	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1322.864288817	4687	Spectrogram 1	1	45159	61054.9	NA	NA	T000003.txt
18542.505674918	18542.54233195	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1323.019979918	4688	Spectrogram 1	1	48410.4	64667.6	NA	NA	T000003.txt
18542.543194468	18542.580282759	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1323.057499468	4689	Spectrogram 1	1	70086.7	91040.5	NA	NA	T000003.txt
18542.686803782	18542.727342146	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1323.201108782	4690	Spectrogram 1	1	64667.6	86343.9	NA	NA	T000003.txt
18542.855063849	18542.889859713	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1323.369368849	4691	Spectrogram 1	1	48971.9	57629.9	NA	NA	T000003.txt
18542.996009076	18543.053708548	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1323.510314076	4692	Spectrogram 1	1	48701.3	63041.1	NA	NA	T000003.txt
18543.362025097	18543.394618692	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1323.876330097	4693	Spectrogram 1	1	53300.9	68452.4	NA	NA	T000003.txt
18543.395499599	18543.42545047	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1323.909804599	4694	Spectrogram 1	1	69534.6	89285.7	NA	NA	T000003.txt
18543.654485244	18543.676507943	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1324.168790244	4695	Spectrogram 1	1	51406.9	59253.2	NA	NA	T000003.txt
18543.803798129	18543.816571295	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1324.318103129	4696	Spectrogram 1	1	51136.4	62500	NA	NA	T000003.txt
18543.814809479	18543.848283981	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1324.329114479	4697	Spectrogram 1	1	67099.6	85227.3	NA	NA	T000003.txt
18544.182586371	18544.216060874	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1324.696891371	4698	Spectrogram 1	1	48701.3	60335.5	NA	NA	T000003.txt
18544.210775426	18544.233679033	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1324.725080426	4699	Spectrogram 1	1	67099.6	84686.1	NA	NA	T000003.txt
18544.75693597	18544.781160939	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1325.27124097	4700	Spectrogram 1	1	52759.7	65476.2	NA	NA	T000003.txt
18544.741520081	18544.754293246	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1325.255825081	4701	Spectrogram 1	1	46536.8	54383.1	NA	NA	T000003.txt
18545.2960484	18545.322035185	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1325.8103534	4702	Spectrogram 1	1	48430.7	60606.1	NA	NA	T000003.txt
18545.555474616	18545.602603192	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1326.069779616	4703	Spectrogram 1	1	49242.4	62500	NA	NA	T000003.txt
18545.955845009	18545.980069978	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1326.470150009	4704	Spectrogram 1	1	46807.4	60335.5	NA	NA	T000003.txt
18545.974344077	18546.012663573	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1326.488649077	4705	Spectrogram 1	1	66558.4	83603.9	NA	NA	T000003.txt
18546.563227536	18546.576000702	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1327.077532536	4706	Spectrogram 1	1	45184	52759.7	NA	NA	T000003.txt
18546.603749302	18546.612998836	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1327.118054302	4707	Spectrogram 1	1	63582.3	78192.6	NA	NA	T000003.txt
18546.703732356	18546.75394411	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1327.218037356	4708	Spectrogram 1	1	51136.4	62229.4	NA	NA	T000003.txt
18546.869342062	18546.886079313	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1327.383647062	4709	Spectrogram 1	1	48971.9	60606.1	NA	NA	T000003.txt
18546.879472504	18546.890483853	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1327.393777504	4710	Spectrogram 1	1	67911.3	79274.9	NA	NA	T000003.txt
18547.284687903	18547.306270148	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1327.798992903	4711	Spectrogram 1	1	46807.4	58982.7	NA	NA	T000003.txt
18547.304067878	18547.331376025	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1327.818372878	4712	Spectrogram 1	1	66017.3	80357.1	NA	NA	T000003.txt
18547.560851347	18547.580231322	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1328.075156347	4713	Spectrogram 1	1	47348.5	57088.7	NA	NA	T000003.txt
18547.57450542	18547.588599947	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1328.08881042	4714	Spectrogram 1	1	64935.1	77651.5	NA	NA	T000003.txt
18547.597409027	18547.617229456	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1328.111714027	4715	Spectrogram 1	1	65205.6	78733.8	NA	NA	T000003.txt
18547.907926961	18547.922902396	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1328.422231961	4716	Spectrogram 1	1	48971.9	57900.4	NA	NA	T000003.txt
18548.801603538	18548.833756678	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1329.315908538	4717	Spectrogram 1	1	47889.6	64123.4	NA	NA	T000003.txt
18548.930655551	18548.950916434	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1329.444960551	4718	Spectrogram 1	1	49783.5	68452.4	NA	NA	T000003.txt
18549.597499436	18549.613355779	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1330.111804436	4719	Spectrogram 1	1	45995.7	57900.4	NA	NA	T000003.txt
18549.608510786	18549.671936159	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1330.122815786	4720	Spectrogram 1	1	66287.9	84686.1	NA	NA	T000003.txt
18549.756061632	18549.828736539	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1330.270366632	4721	Spectrogram 1	1	51406.9	65476.2	NA	NA	T000003.txt
18549.906256439	18549.931362316	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1330.420561439	4722	Spectrogram 1	1	54924.2	66287.9	NA	NA	T000003.txt
18549.927838684	18549.941933212	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1330.442143684	4723	Spectrogram 1	1	70887.4	86580.1	NA	NA	T000003.txt
18550.170968103	18550.190348078	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1330.685273103	4724	Spectrogram 1	1	53030.3	64664.5	NA	NA	T000003.txt
18550.281521073	18550.309269674	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1330.795826073	4725	Spectrogram 1	1	50324.7	62770.6	NA	NA	T000003.txt
18550.687176879	18550.705235492	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1331.201481879	4726	Spectrogram 1	1	54383.1	71969.7	NA	NA	T000003.txt
18550.715365934	18550.746638167	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1331.229670934	4727	Spectrogram 1	1	60876.6	74675.3	NA	NA	T000003.txt
18551.527116558	18551.561912422	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1332.041421558	4728	Spectrogram 1	1	51136.4	66017.3	NA	NA	T000003.txt
18551.562352876	18551.574245134	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1332.076657876	4729	Spectrogram 1	1	69534.6	86039	NA	NA	T000003.txt
18551.678192097	18551.688762993	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1332.192497097	4730	Spectrogram 1	1	51136.4	63041.1	NA	NA	T000003.txt
18551.685679815	18551.696691164	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1332.199984815	4731	Spectrogram 1	1	73051.9	86039	NA	NA	T000003.txt
18551.790066405	18551.817815006	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1332.304371405	4732	Spectrogram 1	1	48701.3	63852.8	NA	NA	T000003.txt
18551.817815006	18551.846004061	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1332.332120006	4733	Spectrogram 1	1	70346.3	88474	NA	NA	T000003.txt
18551.968449136	18551.980781847	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1332.482754136	4734	Spectrogram 1	1	68452.4	77381	NA	NA	T000003.txt
18551.969770498	18552.012934988	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1332.484075498	4735	Spectrogram 1	1	34632	40855	NA	NA	T000003.txt
18551.953914155	18551.968449136	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1332.468219155	4736	Spectrogram 1	1	48430.7	56818.2	NA	NA	T000003.txt
18552.395687293	18552.437089967	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1332.909992293	4737	Spectrogram 1	1	50865.8	65746.8	NA	NA	T000003.txt
18552.555131458	18552.592129592	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1333.069436458	4738	Spectrogram 1	1	67099.6	86850.6	NA	NA	T000003.txt
18552.690349839	18552.721622072	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1333.204654839	4739	Spectrogram 1	1	46807.4	60876.6	NA	NA	T000003.txt
18552.935240082	18552.974000033	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1333.449545082	4740	Spectrogram 1	1	49783.5	67370.1	NA	NA	T000003.txt
18552.967833677	18552.981928205	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1333.482138677	4741	Spectrogram 1	1	71699.1	87391.8	NA	NA	T000003.txt
18553.199511363	18553.243997215	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1333.713816363	4742	Spectrogram 1	1	50865.8	61688.3	NA	NA	T000003.txt
18554.612474792	18554.640223393	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1335.126779792	4743	Spectrogram 1	1	53030.3	62229.4	NA	NA	T000003.txt
18554.740205385	18554.825653458	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1335.254510385	4744	Spectrogram 1	1	51406.9	60876.6	NA	NA	T000003.txt
18555.338779953	18555.362564468	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1335.853084953	4745	Spectrogram 1	1	51136.4	66829	NA	NA	T000003.txt
18555.363445376	18555.401764872	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1335.877750376	4746	Spectrogram 1	1	71699.1	86850.6	NA	NA	T000003.txt
18555.508352032	18555.531255639	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1336.022657032	4747	Spectrogram 1	1	51948.1	58982.7	NA	NA	T000003.txt
18555.758970347	18555.795087574	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1336.273275347	4748	Spectrogram 1	1	47889.6	61688.3	NA	NA	T000003.txt
18555.899915563	18555.951889132	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1336.414220563	4749	Spectrogram 1	1	49783.5	64393.9	NA	NA	T000003.txt
18555.953650948	18555.96818593	T0000003.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000003.WAV	1336.467955948	4750	Spectrogram 1	1	71699.1	88744.6	NA	NA	T000003.txt
