"selec","View","Channel","start","end","bottom.freq","top.freq","selec.file","sound.files","peak.freq"
52,"Spectrogram 1",1,37.825647693,37.85517739,56.8493,75.3425,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",68.5546875
53,"Spectrogram 1",1,37.858130359,37.866183913,63.0137,77.3973,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",67.7734375
54,"Spectrogram 1",1,37.906720132,37.951820032,54.7945,74.3151,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",61.9140625
55,"Spectrogram 1",1,38.273156628,38.309934522,54.4521,68.4932,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",63.0859375
56,"Spectrogram 1",1,38.822945792,38.835563026,63.0137,78.0822,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",72.4609375
57,"Spectrogram 1",1,38.840126707,38.848717164,60.274,78.0822,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",68.1640625
62,"Spectrogram 1",1,40.411911535,40.461038211,49.6575,67.1233,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",61.1328125
63,"Spectrogram 1",1,40.676336542,40.699691848,59.2466,78.7671,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",72.0703125
64,"Spectrogram 1",1,40.794723734,40.8272064,45.5479,57.8767,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",53.3203125
65,"Spectrogram 1",1,41.026397624,41.047336864,45.5479,55.137,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",52.9296875
67,"Spectrogram 1",1,41.449745998,41.464242395,52.7397,61.9863,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",58.7890625
66,"Spectrogram 1",1,41.602763516,41.635783085,48.9726,60.9589,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",56.0546875
68,"Spectrogram 1",1,43.914669969,43.944468117,56.8493,76.3699,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",69.7265625
69,"Spectrogram 1",1,44.04728515,44.076277943,27.7397,39.726,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",33.0078125
70,"Spectrogram 1",1,44.364058211,44.388755775,39.726,51.0274,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",48.2421875
71,"Spectrogram 1",1,44.674656881,44.702038963,42.4658,58.5616,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",52.9296875
72,"Spectrogram 1",1,44.714387745,44.727810334,55.8219,77.7397,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",66.9921875
73,"Spectrogram 1",1,44.983913291,45.033576872,52.3973,72.9452,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",66.9921875
76,"Spectrogram 1",1,45.723229416,45.760007311,53.4247,68.1507,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",61.5234375
77,"Spectrogram 1",1,46.045908416,46.099598773,55.4795,78.0822,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",69.3359375
78,"Spectrogram 1",1,46.212348522,46.230871696,40.411,52.7397,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",49.0234375
79,"Spectrogram 1",1,46.464693155,46.507913892,57.5342,72.9452,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",66.2109375
80,"Spectrogram 1",1,46.718111594,46.754889489,47.9452,61.3014,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",54.4921875
81,"Spectrogram 1",1,48.583045916,48.599153023,55.4795,64.0411,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",60.3515625
82,"Spectrogram 1",1,48.922905831,48.944381973,49.3151,66.7808,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",63.4765625
84,"Spectrogram 1",1,50.158052311,50.175233225,48.9726,58.5616,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",53.3203125
83,"Spectrogram 1",1,50.275634193,50.296036528,39.726,51.7123,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",46.6796875
87,"Spectrogram 1",1,51.425144554,51.453600443,43.4932,55.137,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",52.1484375
88,"Spectrogram 1",1,51.453600443,51.469439098,59.2466,73.6301,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",69.3359375
89,"Spectrogram 1",1,51.960705819,51.982450413,58.2192,69.863,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",64.2578125
90,"Spectrogram 1",1,52.250096798,52.280163397,46.5753,60.274,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",53.7109375
91,"Spectrogram 1",1,53.871008447,53.908591697,54.4521,68.8356,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",64.6484375
92,"Spectrogram 1",1,54.059730052,54.084427616,56.1644,69.1781,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",65.4296875
93,"Spectrogram 1",1,54.199324935,54.247109352,43.1507,58.2192,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",51.3671875
94,"Spectrogram 1",1,54.340262122,54.378113823,50,63.6986,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",57.6171875
97,"Spectrogram 1",1,54.80709973,54.843340721,41.7808,55.8219,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",51.3671875
98,"Spectrogram 1",1,54.946694613,54.968439207,41.4384,56.1644,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",52.1484375
99,"Spectrogram 1",1,55.711782109,55.746680841,43.1507,57.5342,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",51.7578125
100,"Spectrogram 1",1,55.956073188,55.978623137,50.6849,60.6164,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",58.3984375
101,"Spectrogram 1",1,55.986139787,55.997683214,66.0959,83.5616,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",76.3671875
102,"Spectrogram 1",1,56.377005541,56.41002511,48.6301,63.0137,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",60.7421875
105,"Spectrogram 1",1,57.227729111,57.250279061,49.6575,58.9041,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",54.1015625
106,"Spectrogram 1",1,57.250547512,57.274708173,58.5616,75.6849,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",69.3359375
107,"Spectrogram 1",1,57.470409524,57.505039804,42.8082,55.137,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",49.0234375
108,"Spectrogram 1",1,58.334287231,58.352810405,59.9315,73.6301,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",67.7734375
109,"Spectrogram 1",1,58.585826554,58.62743658,55.4795,74.3151,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",65.4296875
110,"Spectrogram 1",1,58.630658002,58.645691302,45.8904,55.4795,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",51.7578125
113,"Spectrogram 1",1,60.314655776,60.348212249,61.6438,75.3425,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",72.8515625
114,"Spectrogram 1",1,60.455592963,60.489954791,40.0685,52.3973,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",47.4609375
115,"Spectrogram 1",1,60.594382535,60.628744364,38.6986,49.3151,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",48.6328125
116,"Spectrogram 1",1,60.744715489,60.76431247,42.1233,52.7397,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",50.5859375
117,"Spectrogram 1",1,60.765386277,60.778540414,52.0548,69.863,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",66.6015625
118,"Spectrogram 1",1,60.779882673,60.791157648,48.6301,70.2055,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",65.4296875
121,"Spectrogram 1",1,60.944980521,60.955181689,46.9178,66.0959,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",64.2578125
122,"Spectrogram 1",1,61.147930025,61.185513275,38.0137,58.9041,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",52.9296875
123,"Spectrogram 1",1,61.590070069,61.622552735,45.2055,57.8767,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",53.7109375
124,"Spectrogram 1",1,62.559180876,62.578509404,52.7397,62.3288,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",56.4453125
125,"Spectrogram 1",1,62.583073085,62.596764126,56.1644,76.0274,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",70.1171875
126,"Spectrogram 1",1,63.088030847,63.096352852,57.1918,66.7808,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",65.0390625
129,"Spectrogram 1",1,65.15403532,65.213900068,56.5068,99.3151,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",62.6953125
138,"Spectrogram 1",1,67.087156104,67.112927476,38.6986,55.4795,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",51.3671875
139,"Spectrogram 1",1,67.800969164,67.843116094,44.1781,58.9041,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",52.9296875
140,"Spectrogram 1",1,68.415992112,68.433978382,42.1233,53.7671,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",48.6328125
143,"Spectrogram 1",1,69.265104581,69.299466409,47.6027,59.9315,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",55.2734375
148,"Spectrogram 1",1,70.246832622,70.295153943,41.4384,57.1918,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",50.5859375
149,"Spectrogram 1",1,70.593403831,70.61434307,52.7397,75.6849,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",68.1640625
150,"Spectrogram 1",1,70.757964729,70.80172237,56.5068,74.6575,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",68.1640625
151,"Spectrogram 1",1,71.294331205,71.340504912,37.6712,55.137,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",50.1953125
152,"Spectrogram 1",1,71.506676521,71.534058603,47.6027,58.5616,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",52.1484375
153,"Spectrogram 1",1,72.243039676,72.280086022,54.4521,72.6027,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",65.4296875
156,"Spectrogram 1",1,73.509863031,73.521943361,84.589,99.3151,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",93.1640625
157,"Spectrogram 1",1,74.273608123,74.308775307,60.9589,75.6849,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",68.5546875
158,"Spectrogram 1",1,74.547697059,74.567830943,32.5342,41.7808,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",36.5234375
159,"Spectrogram 1",1,75.079499999,75.094264847,45.8904,63.3562,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",55.2734375
162,"Spectrogram 1",1,76.47947573,76.500146518,25.6849,41.4384,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",34.1796875
163,"Spectrogram 1",1,76.607795638,76.64269437,44.5205,54.4521,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",50.1953125
166,"Spectrogram 1",1,77.596234683,77.629522704,58.2192,72.6027,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",68.1640625
171,"Spectrogram 1",1,79.13929536,79.16184531,62.6712,73.2877,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",72.0703125
172,"Spectrogram 1",1,79.284259324,79.301977142,52.0548,66.0959,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",59.1796875
173,"Spectrogram 1",1,79.4227804,79.463853523,44.1781,56.8493,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",51.7578125
174,"Spectrogram 1",1,79.829216357,79.865725799,55.4795,77.0548,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",68.1640625
175,"Spectrogram 1",1,80.145184062,80.165049494,42.8082,54.4521,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",52.1484375
176,"Spectrogram 1",1,80.265450461,80.301423001,42.8082,51.3699,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",48.2421875
177,"Spectrogram 1",1,80.410145928,80.44209169,39.0411,55.137,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",48.6328125
179,"Spectrogram 1",1,80.714570207,80.727187441,43.8356,52.3973,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",49.0234375
178,"Spectrogram 1",1,80.731214217,80.758864751,47.9452,73.6301,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",64.6484375
182,"Spectrogram 1",1,81.572273568,81.591333645,54.1096,65.411,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",61.1328125
185,"Spectrogram 1",1,82.038305776,82.081794965,42.1233,65.0685,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",61.9140625
188,"Spectrogram 1",1,82.9429882,82.956947693,39.726,55.137,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",48.2421875
191,"Spectrogram 1",1,86.69406449,86.735674516,54.1096,69.1781,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",61.9140625
192,"Spectrogram 1",1,86.93110737,86.960905518,45.2055,54.7945,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",50.5859375
193,"Spectrogram 1",1,87.310161245,87.334053454,34.2466,45.8904,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",41.2109375
194,"Spectrogram 1",1,87.736731086,87.757401873,46.2329,63.0137,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",54.1015625
195,"Spectrogram 1",1,88.441953834,88.457792489,55.4795,67.4658,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",63.0859375
196,"Spectrogram 1",1,89.327039232,89.357374284,53.0822,70.8904,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",61.9140625
197,"Spectrogram 1",1,89.492942435,89.506096572,46.9178,53.7671,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",48.2421875
198,"Spectrogram 1",1,89.59898089,89.612940383,41.4384,54.4521,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",49.0234375
201,"Spectrogram 1",1,90.150112313,90.177225944,36.9863,52.0548,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",47.0703125
202,"Spectrogram 1",1,90.183668787,90.207829447,53.4247,69.863,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",61.5234375
206,"Spectrogram 1",1,93.147644534,93.159993316,50.3425,62.3288,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",55.2734375
204,"Spectrogram 1",1,93.387908836,93.398110004,58.9041,70.5479,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",67.3828125
205,"Spectrogram 1",1,93.40052607,93.409384979,63.3562,75.3425,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",68.5546875
203,"Spectrogram 1",1,93.527235312,93.55246978,42.1233,56.1644,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",54.8828125
207,"Spectrogram 1",1,96.439131414,96.456043876,55.137,67.4658,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",62.3046875
208,"Spectrogram 1",1,98.627013188,98.652516107,52.3973,66.4384,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",59.1796875
211,"Spectrogram 1",1,99.574379445,99.596392492,42.8082,56.1644,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",48.6328125
212,"Spectrogram 1",1,100.221885059,100.25651534,43.1507,58.5616,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",49.8046875
215,"Spectrogram 1",1,100.785633717,100.795297981,64.0411,74.3151,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",68.9453125
216,"Spectrogram 1",1,100.889793009,100.925228645,53.4247,65.7534,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",62.3046875
217,"Spectrogram 1",1,101.229921375,101.241733254,43.1507,57.1918,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",50.1953125
218,"Spectrogram 1",1,102.068564615,102.113127611,58.2192,74.3151,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",68.1640625
219,"Spectrogram 1",1,107.519208927,107.533705324,54.7945,66.0959,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",62.6953125
220,"Spectrogram 1",1,107.54068507,107.56323502,55.8219,69.5205,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",63.4765625
221,"Spectrogram 1",1,107.937993666,107.976650723,50,63.3562,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",59.1796875
224,"Spectrogram 1",1,110.12882841,110.152183715,45.2055,52.3973,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",49.4140625
225,"Spectrogram 1",1,110.154331329,110.165874756,56.1644,68.4932,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",62.6953125
226,"Spectrogram 1",1,110.278356008,110.308154157,46.5753,55.8219,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",49.4140625
227,"Spectrogram 1",1,110.871902859,110.904922429,64.726,80.8219,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",70.1171875
228,"Spectrogram 1",1,111.420618217,111.468939538,61.6438,76.7123,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",69.3359375
231,"Spectrogram 1",1,112.052822079,112.082351775,49.3151,62.3288,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",58.7890625
232,"Spectrogram 1",1,119.105049558,119.122230472,55.4795,71.9178,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",63.4765625
234,"Spectrogram 1",1,121.823123516,121.860706766,61.3014,79.4521,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",71.6796875
233,"Spectrogram 1",1,122.270632596,122.314658689,51.0274,63.6986,"CageTest0_C_5min_2021-10-29_10-00-46_0000007.Table.1.selections.txt","CageTest0_C_5min_2021-10-29_10-00-46_0000007.wav",57.6171875
